GENESIS-Tabelle: 12411-0008
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nationalität, Geschlecht, Familienstand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer
;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben
31.12.2001;66-Jährige;24804;371617;27373;26158;-;-;-;26159;322093;115819;35730;-;-;-;1155;16995;854;1415;-;-;-;845;9862;3203;1381;-;-;-
31.12.2001;67-Jährige;21050;341609;27284;22651;-;-;-;24930;290598;118718;31949;-;-;-;1065;16347;1028;1407;-;-;-;782;8732;3013;1213;-;-;-
31.12.2001;68-Jährige;16041;268807;23724;16286;-;-;-;21186;225806;105235;23956;-;-;-;1001;14788;938;1207;-;-;-;643;7983;2863;1143;-;-;-
31.12.2001;69-Jährige;14840;264199;26377;14910;-;-;-;22307;218252;114630;22900;-;-;-;786;11875;913;1061;-;-;-;627;6918;2827;1052;-;-;-
31.12.2001;70-Jährige;14179;265036;28882;13362;-;-;-;24068;214032;127426;22686;-;-;-;714;10101;787;918;-;-;-;554;5687;2809;858;-;-;-
31.12.2001;71-Jährige;13987;270756;33913;13098;-;-;-;26585;213517;147314;23495;-;-;-;685;9261;851;782;-;-;-;592;5579;3287;927;-;-;-
31.12.2001;72-Jährige;12200;255664;35134;11372;-;-;-;27423;198425;152128;22257;-;-;-;616;7387;737;723;-;-;-;578;4747;2784;824;-;-;-
31.12.2001;73-Jährige;10979;244817;37649;10611;-;-;-;28569;185518;162004;21872;-;-;-;479;6477;725;681;-;-;-;545;3840;2977;768;-;-;-
31.12.2001;74-Jährige;9124;209995;35803;8477;-;-;-;28665;164430;165126;20002;-;-;-;534;5450;707;469;-;-;-;468;3523;3036;635;-;-;-
31.12.2001;75-Jährige;7800;186240;35066;7257;-;-;-;30755;151204;180084;20427;-;-;-;480;4774;744;479;-;-;-;495;3008;3096;649;-;-;-
31.12.2001;76-Jährige;6833;166803;35266;6263;-;-;-;32838;136508;193584;20283;-;-;-;452;4033;686;432;-;-;-;499;2575;3248;594;-;-;-
31.12.2001;77-Jährige;5738;136830;30923;5107;-;-;-;32182;117195;194112;18336;-;-;-;384;3768;586;428;-;-;-;441;2317;3079;530;-;-;-
31.12.2001;78-Jährige;4947;122959;31741;4470;-;-;-;31742;100451;197658;17557;-;-;-;362;3152;650;353;-;-;-;465;1893;2974;518;-;-;-
31.12.2001;79-Jährige;4939;119751;33823;4020;-;-;-;31267;88597;211136;17872;-;-;-;315;2893;607;358;-;-;-;402;1526;2940;428;-;-;-
31.12.2001;80-Jährige;4409;111727;34953;3872;-;-;-;30297;79368;224854;17756;-;-;-;300;2362;575;290;-;-;-;365;1386;2605;359;-;-;-
31.12.2001;81-Jährige;3736;95411;35340;3268;-;-;-;26923;62004;225177;16126;-;-;-;260;2163;573;249;-;-;-;306;1008;2558;336;-;-;-
31.12.2001;82-Jährige;2588;64802;25234;2292;-;-;-;18592;38574;166342;11063;-;-;-;237;1588;441;201;-;-;-;279;714;2066;227;-;-;-
31.12.2001;83-Jährige;1742;36214;15950;1352;-;-;-;11184;18783;105623;6413;-;-;-;173;1131;314;141;-;-;-;248;475;1530;173;-;-;-
31.12.2001;84-Jährige;1587;30413;14525;1136;-;-;-;10131;14399;95995;5506;-;-;-;188;944;310;98;-;-;-;143;416;1196;122;-;-;-
31.12.2001;85 Jahre und mehr;17736;144215;183488;8880;-;-;-;94915;69312;946922;39190;-;-;-;2083;6993;3962;913;-;-;-;2431;3512;14205;1335;-;-;-
31.12.2002;unter 1 Jahr;348161;-;-;-;-;-;-;330019;-;-;-;-;-;-;21128;-;-;-;-;-;-;19942;-;-;-;-;-;-
31.12.2002;1-Jährige;356869;-;-;-;-;-;-;337468;-;-;-;-;-;-;23445;-;-;-;-;-;-;21765;-;-;-;-;-;-
31.12.2002;2-Jährige;371074;-;-;-;-;-;-;352420;-;-;-;-;-;-;25909;-;-;-;-;-;-;24369;-;-;-;-;-;-
31.12.2002;3-Jährige;355947;-;-;-;-;-;-;336249;-;-;-;-;-;-;43874;-;-;-;-;-;-;41741;-;-;-;-;-;-
31.12.2002;4-Jährige;361838;-;-;-;-;-;-;343699;-;-;-;-;-;-;45437;-;-;-;-;-;-;43167;-;-;-;-;-;-
31.12.2002;5-Jährige;373114;-;-;-;-;-;-;354106;-;-;-;-;-;-;47098;-;-;-;-;-;-;44682;-;-;-;-;-;-
31.12.2002;6-Jährige;367027;-;-;-;-;-;-;347497;-;-;-;-;-;-;45441;-;-;-;-;-;-;43464;-;-;-;-;-;-
31.12.2002;7-Jährige;355320;-;-;-;-;-;-;336971;-;-;-;-;-;-;43169;-;-;-;-;-;-;41614;-;-;-;-;-;-
31.12.2002;8-Jährige;359498;-;-;-;-;-;-;340183;-;-;-;-;-;-;44766;-;-;-;-;-;-;42533;-;-;-;-;-;-
31.12.2002;9-Jährige;374472;-;-;-;-;-;-;355020;-;-;-;-;-;-;45948;-;-;-;-;-;-;43919;-;-;-;-;-;-
31.12.2002;10-Jährige;383345;-;-;-;-;-;-;365205;-;-;-;-;-;-;46873;-;-;-;-;-;-;44629;-;-;-;-;-;-
31.12.2002;11-Jährige;401343;-;-;-;-;-;-;381395;-;-;-;-;-;-;46456;-;-;-;-;-;-;44059;-;-;-;-;-;-
31.12.2002;12-Jährige;446207;-;-;-;-;-;-;422778;-;-;-;-;-;-;47487;-;-;-;-;-;-;44884;-;-;-;-;-;-
31.12.2002;13-Jährige;439303;-;-;-;-;-;-;417887;-;-;-;-;-;-;48394;-;-;-;-;-;-;45951;-;-;-;-;-;-
31.12.2002;14-Jährige;453924;-;-;-;-;-;-;430500;-;-;-;-;-;-;48922;-;-;-;-;-;-;45675;-;-;-;-;-;-
31.12.2002;15-Jährige;445877;2;-;-;-;-;-;421371;31;6;2;-;-;-;47687;1;-;-;-;-;-;44393;47;2;1;-;-;-
31.12.2002;16-Jährige;438905;4;-;-;-;-;-;417813;95;6;12;-;-;-;46094;12;-;-;-;-;-;41840;334;-;4;-;-;-
31.12.2002;17-Jährige;424053;7;-;-;-;-;-;403901;323;7;9;-;-;-;46336;66;-;-;-;-;-;40645;1183;4;4;-;-;-
31.12.2002;18-Jährige;423433;269;6;2;-;-;-;400477;2608;11;18;-;-;-;47200;397;3;3;-;-;-;40502;2950;5;16;-;-;-
31.12.2002;19-Jährige;426112;1187;8;13;-;-;-;400413;7622;15;60;-;-;-;49153;1091;2;11;-;-;-;42979;5729;9;55;-;-;-
31.12.2002;20-Jährige;434415;3459;7;47;-;-;-;402292;15554;43;252;-;-;-;54425;2460;4;35;-;-;-;47599;9196;19;126;-;-;-
31.12.2002;21-Jährige;425423;7268;14;127;-;-;-;389983;26576;64;755;-;-;-;57937;4467;6;118;-;-;-;49682;13681;41;300;-;-;-
31.12.2002;22-Jährige;421053;13367;27;351;-;-;-;377826;39616;112;1757;-;-;-;61199;7082;12;264;-;-;-;51616;17957;56;508;-;-;-
31.12.2002;23-Jährige;390035;20687;40;740;-;-;-;339222;53830;170;2856;-;-;-;61177;10514;19;472;-;-;-;51177;21152;102;792;-;-;-
31.12.2002;24-Jährige;373397;30744;52;1354;-;-;-;315422;70322;248;4579;-;-;-;62538;13513;27;749;-;-;-;49879;24728;131;1177;-;-;-
31.12.2002;25-Jährige;356395;42546;67;2336;-;-;-;290810;89165;384;6503;-;-;-;61222;17228;46;1146;-;-;-;48505;27883;183;1590;-;-;-
31.12.2002;26-Jährige;332555;55820;65;3390;-;-;-;262122;108214;416;8849;-;-;-;62630;20717;50;1557;-;-;-;47113;30400;206;2159;-;-;-
31.12.2002;27-Jährige;304043;70444;137;4713;-;-;-;228653;125457;556;11078;-;-;-;63077;23457;88;2189;-;-;-;46507;32828;252;2690;-;-;-
31.12.2002;28-Jährige;290065;88444;145;6742;-;-;-;210690;148217;694;13941;-;-;-;60623;26510;84;2845;-;-;-;44238;36450;354;3082;-;-;-
31.12.2002;29-Jährige;273824;109889;197;9038;-;-;-;191916;170010;893;17214;-;-;-;58901;27546;120;3547;-;-;-;43731;37044;359;3611;-;-;-
31.12.2002;30-Jährige;283660;144216;285;12922;-;-;-;192628;208893;1173;22442;-;-;-;57222;29684;171;4473;-;-;-;41443;38918;442;3962;-;-;-
31.12.2002;31-Jährige;296413;185789;396;17766;-;-;-;196990;252950;1562;29298;-;-;-;54591;30575;180;4966;-;-;-;38890;39135;412;4164;-;-;-
31.12.2002;32-Jährige;287696;215369;492;22903;-;-;-;185782;283555;1980;35096;-;-;-;56445;32473;191;5922;-;-;-;36175;40959;494;4429;-;-;-
31.12.2002;33-Jährige;285879;260582;650;30281;-;-;-;181502;326910;2488;42867;-;-;-;50925;33548;264;6603;-;-;-;32624;40582;576;4428;-;-;-
31.12.2002;34-Jährige;278518;296701;898;36861;-;-;-;175800;359398;2938;50526;-;-;-;46502;34825;308;7080;-;-;-;28018;41153;630;4530;-;-;-
31.12.2002;35-Jährige;261421;330751;1073;43553;-;-;-;164556;386969;3606;57498;-;-;-;39967;35128;313;6923;-;-;-;22370;40749;671;4639;-;-;-
31.12.2002;36-Jährige;244436;360969;1353;50330;-;-;-;152966;410152;4493;64437;-;-;-;38499;37533;331;7435;-;-;-;19376;41988;743;4904;-;-;-
31.12.2002;37-Jährige;226617;379668;1564;57205;-;-;-;139339;421358;5549;70331;-;-;-;35205;40244;404;8103;-;-;-;16617;42771;824;4756;-;-;-
31.12.2002;38-Jährige;211777;402385;1842;64438;-;-;-;130165;439571;6463;77693;-;-;-;30260;41866;417;7665;-;-;-;13586;42432;871;5032;-;-;-
31.12.2002;39-Jährige;193636;414386;2163;69496;-;-;-;118435;447787;7615;81433;-;-;-;25202;42599;460;7584;-;-;-;11149;40722;939;4620;-;-;-
31.12.2002;40-Jährige;172027;414102;2495;72083;-;-;-;103712;444269;8533;82143;-;-;-;21306;40669;447;7750;-;-;-;9093;39799;984;4786;-;-;-
31.12.2002;41-Jährige;156642;420949;2651;75467;-;-;-;93574;448681;9972;84587;-;-;-;16619;37117;448;7186;-;-;-;7241;36996;979;4551;-;-;-
31.12.2002;42-Jährige;140709;413483;2951;75998;-;-;-;83102;438940;11373;83465;-;-;-;16413;40228;543;7780;-;-;-;6664;39127;1244;4889;-;-;-
31.12.2002;43-Jährige;123497;414845;3284;76881;-;-;-;72740;433098;12225;82689;-;-;-;12589;37399;416;7027;-;-;-;5686;36024;1141;4481;-;-;-
31.12.2002;44-Jährige;110060;399755;3681;73392;-;-;-;64685;414398;13079;78286;-;-;-;10962;37159;574;6995;-;-;-;4889;34655;1179;4465;-;-;-
31.12.2002;45-Jährige;99104;399889;4111;73177;-;-;-;59279;410306;14642;77533;-;-;-;8862;37015;560;7147;-;-;-;4164;33405;1341;4187;-;-;-
31.12.2002;46-Jährige;90131;393550;4449;71270;-;-;-;53537;402511;15865;75582;-;-;-;7885;38315;600;7086;-;-;-;4106;35054;1459;4307;-;-;-
31.12.2002;47-Jährige;81165;389168;4739;69448;-;-;-;48424;393197;17444;73471;-;-;-;6960;35855;632;6384;-;-;-;3631;35681;1682;4622;-;-;-
31.12.2002;48-Jährige;74577;387742;5135;68828;-;-;-;44964;390867;18972;73137;-;-;-;5849;32964;623;5904;-;-;-;3420;36198;1846;4438;-;-;-
31.12.2002;49-Jährige;67943;380932;5694;66411;-;-;-;40762;382509;20637;71091;-;-;-;4868;30402;579;5269;-;-;-;3086;35232;1812;4209;-;-;-
31.12.2002;50-Jährige;63414;387153;6265;64494;-;-;-;37857;384219;23109;69709;-;-;-;4895;31059;580;5459;-;-;-;3135;37481;2095;4533;-;-;-
31.12.2002;51-Jährige;57865;385389;6628;62528;-;-;-;34411;380243;25358;68248;-;-;-;4051;30613;628;5029;-;-;-;2807;34573;2056;4240;-;-;-
31.12.2002;52-Jährige;55439;386436;7442;61552;-;-;-;32474;379657;28385;66909;-;-;-;4234;35612;826;5469;-;-;-;2988;38811;2777;4394;-;-;-
31.12.2002;53-Jährige;48631;379148;7971;58306;-;-;-;28513;368267;30269;62828;-;-;-;3999;36647;836;5105;-;-;-;2600;36642;2610;4151;-;-;-
31.12.2002;54-Jährige;42023;348629;7898;52680;-;-;-;24887;335769;30918;57136;-;-;-;3741;37795;932;5034;-;-;-;2384;34734;2797;3936;-;-;-
31.12.2002;55-Jährige;37140;327064;8270;48463;-;-;-;21826;318744;32176;52629;-;-;-;3507;38605;915;4663;-;-;-;2145;32322;2746;3722;-;-;-
31.12.2002;56-Jährige;31782;285205;8093;42005;-;-;-;18489;278232;31175;45897;-;-;-;2979;36001;943;4234;-;-;-;1816;28594;2748;3152;-;-;-
31.12.2002;57-Jährige;27148;250433;8017;36485;-;-;-;16568;246061;30761;40837;-;-;-;2641;32799;933;3421;-;-;-;1595;25879;2724;2764;-;-;-
31.12.2002;58-Jährige;35302;350025;11744;46593;-;-;-;21264;338020;44232;53108;-;-;-;2488;30957;987;3303;-;-;-;1452;23529;2863;2588;-;-;-
31.12.2002;59-Jährige;35369;359433;13292;45761;-;-;-;21885;343659;48924;52653;-;-;-;2285;30367;988;3123;-;-;-;1329;21202;2809;2444;-;-;-
31.12.2002;60-Jährige;33870;348764;14286;42081;-;-;-;22050;331283;53465;48895;-;-;-;2267;31552;1030;3027;-;-;-;1303;20828;2952;2317;-;-;-
31.12.2002;61-Jährige;40334;431222;19122;47610;-;-;-;26247;407526;72843;56863;-;-;-;2014;29024;1053;2778;-;-;-;1307;17887;2965;2238;-;-;-
31.12.2002;62-Jährige;40650;453740;23000;46737;-;-;-;27630;424664;88170;56982;-;-;-;2089;30906;1342;2896;-;-;-;1244;18744;3578;2218;-;-;-
31.12.2002;63-Jährige;37505;448912;23940;42264;-;-;-;27664;415134;95530;53085;-;-;-;1760;27705;1230;2540;-;-;-;1140;15864;3440;1998;-;-;-
31.12.2002;64-Jährige;33218;417894;24688;36563;-;-;-;26920;379951;99632;46921;-;-;-;1678;25717;1170;2242;-;-;-;1158;15000;3529;1983;-;-;-
31.12.2002;65-Jährige;29034;390049;25255;31492;-;-;-;26087;348409;103539;41718;-;-;-;1651;22421;1172;1929;-;-;-;1056;13110;3345;1767;-;-;-
31.12.2002;66-Jährige;26923;376391;26997;28501;-;-;-;26134;332884;112919;38568;-;-;-;1351;19632;1066;1763;-;-;-;913;11260;3393;1557;-;-;-
31.12.2002;67-Jährige;24037;362038;29106;25422;-;-;-;25845;311389;122373;35413;-;-;-;1141;16268;897;1428;-;-;-;849;9524;3327;1365;-;-;-
31.12.2002;68-Jährige;20380;331664;28898;21957;-;-;-;24595;279826;125088;31579;-;-;-;1039;15685;1065;1374;-;-;-;775;8402;3106;1204;-;-;-
31.12.2002;69-Jährige;15508;260126;25094;15811;-;-;-;20895;216473;110478;23687;-;-;-;979;14156;969;1195;-;-;-;647;7684;2948;1129;-;-;-
31.12.2002;70-Jährige;14345;254864;27754;14409;-;-;-;21980;208435;120035;22591;-;-;-;765;11327;937;1033;-;-;-;622;6649;2912;1035;-;-;-
31.12.2002;71-Jährige;13685;254458;30402;12906;-;-;-;23613;203519;132783;22274;-;-;-;701;9703;801;906;-;-;-;552;5453;2879;873;-;-;-
31.12.2002;72-Jährige;13480;258871;35421;12593;-;-;-;26050;201696;153072;23075;-;-;-;667;8841;891;775;-;-;-;590;5358;3350;912;-;-;-
31.12.2002;73-Jährige;11768;243121;36578;10824;-;-;-;26884;186762;157105;21758;-;-;-;603;7064;775;719;-;-;-;553;4590;2849;815;-;-;-
31.12.2002;74-Jährige;10562;231615;38994;10204;-;-;-;27902;173476;166511;21352;-;-;-;467;6210;744;668;-;-;-;539;3686;3011;759;-;-;-
31.12.2002;75-Jährige;8792;197869;36936;8114;-;-;-;27859;152764;168696;19459;-;-;-;520;5190;740;464;-;-;-;476;3352;3052;625;-;-;-
31.12.2002;76-Jährige;7496;174258;36202;6912;-;-;-;29861;139374;182880;19854;-;-;-;454;4547;736;477;-;-;-;475;2870;3094;632;-;-;-
31.12.2002;77-Jährige;6565;154927;36245;5987;-;-;-;31785;124344;195578;19582;-;-;-;438;3858;699;412;-;-;-;497;2452;3252;595;-;-;-
31.12.2002;78-Jährige;5501;126202;31570;4851;-;-;-;31046;106099;194258;17652;-;-;-;367;3591;597;416;-;-;-;430;2203;3062;533;-;-;-
31.12.2002;79-Jährige;4711;112118;32185;4242;-;-;-;30515;89803;196291;16834;-;-;-;350;2982;661;343;-;-;-;459;1802;2946;511;-;-;-
31.12.2002;80-Jährige;4662;108250;33973;3800;-;-;-;29812;78409;207350;17007;-;-;-;301;2731;604;343;-;-;-;387;1446;2893;415;-;-;-
31.12.2002;81-Jährige;4203;99833;34798;3648;-;-;-;28728;69405;218417;16714;-;-;-;294;2209;580;280;-;-;-;352;1304;2561;351;-;-;-
31.12.2002;82-Jährige;3547;83730;34986;3108;-;-;-;25362;53118;216515;15124;-;-;-;251;2053;573;247;-;-;-;301;995;2510;331;-;-;-
31.12.2002;83-Jährige;2439;56145;24639;2154;-;-;-;17425;32747;158021;10340;-;-;-;223;1510;433;193;-;-;-;271;665;2021;221;-;-;-
31.12.2002;84-Jährige;1633;30848;15376;1267;-;-;-;10409;15705;98876;5918;-;-;-;171;1059;310;134;-;-;-;242;455;1496;170;-;-;-
31.12.2002;85 Jahre und mehr;17695;134674;171592;9120;-;-;-;91963;68066;882579;38927;-;-;-;2215;7470;4138;966;-;-;-;2493;3734;14626;1422;-;-;-
31.12.2003;unter 1 Jahr;342374;-;-;-;-;-;-;324870;-;-;-;-;-;-;20047;-;-;-;-;-;-;19158;-;-;-;-;-;-
31.12.2003;1-Jährige;349131;-;-;-;-;-;-;331458;-;-;-;-;-;-;21605;-;-;-;-;-;-;20651;-;-;-;-;-;-
31.12.2003;2-Jährige;356860;-;-;-;-;-;-;339057;-;-;-;-;-;-;23311;-;-;-;-;-;-;22007;-;-;-;-;-;-
31.12.2003;3-Jährige;370460;-;-;-;-;-;-;354331;-;-;-;-;-;-;25747;-;-;-;-;-;-;24497;-;-;-;-;-;-
31.12.2003;4-Jährige;357145;-;-;-;-;-;-;337352;-;-;-;-;-;-;43128;-;-;-;-;-;-;41131;-;-;-;-;-;-
31.12.2003;5-Jährige;363031;-;-;-;-;-;-;344820;-;-;-;-;-;-;44627;-;-;-;-;-;-;42493;-;-;-;-;-;-
31.12.2003;6-Jährige;374293;-;-;-;-;-;-;355028;-;-;-;-;-;-;46042;-;-;-;-;-;-;43739;-;-;-;-;-;-
31.12.2003;7-Jährige;368244;-;-;-;-;-;-;348561;-;-;-;-;-;-;44429;-;-;-;-;-;-;42549;-;-;-;-;-;-
31.12.2003;8-Jährige;356718;-;-;-;-;-;-;338256;-;-;-;-;-;-;42321;-;-;-;-;-;-;40968;-;-;-;-;-;-
31.12.2003;9-Jährige;360877;-;-;-;-;-;-;341525;-;-;-;-;-;-;43947;-;-;-;-;-;-;41715;-;-;-;-;-;-
31.12.2003;10-Jährige;375919;-;-;-;-;-;-;356284;-;-;-;-;-;-;45066;-;-;-;-;-;-;43158;-;-;-;-;-;-
31.12.2003;11-Jährige;384811;-;-;-;-;-;-;366498;-;-;-;-;-;-;46242;-;-;-;-;-;-;44009;-;-;-;-;-;-
31.12.2003;12-Jährige;402902;-;-;-;-;-;-;382766;-;-;-;-;-;-;45749;-;-;-;-;-;-;43553;-;-;-;-;-;-
31.12.2003;13-Jährige;447690;-;-;-;-;-;-;424251;-;-;-;-;-;-;46907;-;-;-;-;-;-;44353;-;-;-;-;-;-
31.12.2003;14-Jährige;440753;-;-;-;-;-;-;419291;-;-;-;-;-;-;48005;-;-;-;-;-;-;45400;-;-;-;-;-;-
31.12.2003;15-Jährige;455353;4;-;1;-;-;-;431962;30;2;2;-;-;-;48677;-;-;-;-;-;-;45277;31;-;-;-;-;-
31.12.2003;16-Jährige;447322;3;-;-;-;-;-;422821;68;6;2;-;-;-;48013;11;-;-;-;-;-;44167;177;3;1;-;-;-
31.12.2003;17-Jährige;440107;7;-;-;-;-;-;419188;324;7;16;-;-;-;46697;51;-;-;-;-;-;41509;883;1;6;-;-;-
31.12.2003;18-Jährige;425366;212;-;12;-;-;-;403774;2256;14;26;-;-;-;46537;297;1;1;-;-;-;40478;2688;8;9;-;-;-
31.12.2003;19-Jährige;424817;1039;7;11;-;-;-;398919;6789;19;58;-;-;-;47896;984;1;10;-;-;-;41954;5237;6;50;-;-;-
31.12.2003;20-Jährige;426077;2942;12;45;-;-;-;396525;13775;27;237;-;-;-;50503;2013;2;29;-;-;-;44880;8513;23;132;-;-;-
31.12.2003;21-Jährige;432507;6751;8;133;-;-;-;395601;23957;67;737;-;-;-;55273;3882;5;101;-;-;-;48766;12371;30;265;-;-;-
31.12.2003;22-Jährige;421643;12238;19;320;-;-;-;380673;37048;103;1576;-;-;-;58639;6488;10;244;-;-;-;50484;16905;58;557;-;-;-
31.12.2003;23-Jährige;415369;19868;32;723;-;-;-;365403;52618;159;3070;-;-;-;62292;9600;17;476;-;-;-;52041;21250;76;819;-;-;-
31.12.2003;24-Jährige;382336;28932;48;1356;-;-;-;324945;67817;224;4784;-;-;-;61185;13281;26;785;-;-;-;51023;24438;121;1163;-;-;-
31.12.2003;25-Jährige;363426;41083;62;2266;-;-;-;299097;85968;339;6797;-;-;-;61295;16311;34;1169;-;-;-;48751;27729;155;1665;-;-;-
31.12.2003;26-Jährige;344506;54393;79;3612;-;-;-;273220;105407;472;9156;-;-;-;59671;19650;54;1672;-;-;-;46934;30421;199;2182;-;-;-
31.12.2003;27-Jährige;318719;69339;86;4986;-;-;-;244339;124249;527;11761;-;-;-;60498;22692;61;2236;-;-;-;45861;32541;245;2767;-;-;-
31.12.2003;28-Jährige;289324;84677;163;6713;-;-;-;212116;140232;677;14266;-;-;-;60534;24737;94;2963;-;-;-;45374;34176;295;3366;-;-;-
31.12.2003;29-Jährige;274041;103926;178;8950;-;-;-;194792;162031;852;17441;-;-;-;57769;27278;103;3691;-;-;-;43073;37213;390;3820;-;-;-
31.12.2003;30-Jährige;256766;125826;234;11664;-;-;-;176837;182993;1052;20663;-;-;-;56438;27740;127;4437;-;-;-;42543;37494;398;4286;-;-;-
31.12.2003;31-Jährige;266317;159883;336;16092;-;-;-;179042;219726;1398;26427;-;-;-;54769;29336;190;5402;-;-;-;40440;38849;496;4616;-;-;-
31.12.2003;32-Jährige;278825;200906;477;21612;-;-;-;184095;262587;1824;33739;-;-;-;52373;29718;195;5948;-;-;-;38016;38880;447;4772;-;-;-
31.12.2003;33-Jährige;271305;228863;590;27022;-;-;-;174802;290822;2281;39879;-;-;-;54294;31114;205;6968;-;-;-;35595;40185;535;5077;-;-;-
31.12.2003;34-Jährige;270354;272745;753;34827;-;-;-;171989;331988;2835;48103;-;-;-;49038;31931;283;7560;-;-;-;32278;39718;597;5033;-;-;-
31.12.2003;35-Jährige;264430;306895;1021;41866;-;-;-;167748;362791;3306;55930;-;-;-;44934;32896;320;7875;-;-;-;27583;40272;659;5074;-;-;-
31.12.2003;36-Jährige;249265;338558;1197;48684;-;-;-;157892;388279;4059;63155;-;-;-;38456;33093;328;7736;-;-;-;22099;39684;718;5174;-;-;-
31.12.2003;37-Jährige;234268;366612;1511;55905;-;-;-;147889;409595;5020;70442;-;-;-;37383;35087;341;8176;-;-;-;19211;40751;792;5464;-;-;-
31.12.2003;38-Jährige;218335;383471;1713;62715;-;-;-;135162;419696;6150;76254;-;-;-;34215;37400;420;8831;-;-;-;16506;41506;864;5237;-;-;-
31.12.2003;39-Jährige;205004;404115;2019;70029;-;-;-;126751;437008;7203;83625;-;-;-;29433;39566;439;8287;-;-;-;13475;41205;911;5463;-;-;-
31.12.2003;40-Jährige;187656;415278;2396;74792;-;-;-;115537;444978;8392;87000;-;-;-;24610;40305;481;8166;-;-;-;11062;39698;990;5018;-;-;-
31.12.2003;41-Jährige;167590;413298;2722;77284;-;-;-;101781;440255;9392;87881;-;-;-;20785;38708;462;8214;-;-;-;9030;38819;1043;5206;-;-;-
31.12.2003;42-Jährige;152949;418989;2926;80618;-;-;-;91989;444248;10971;89973;-;-;-;16245;35241;489;7604;-;-;-;7183;36205;1052;4866;-;-;-
31.12.2003;43-Jährige;137724;411151;3287;80666;-;-;-;81867;434696;12485;88278;-;-;-;16046;38278;563;8231;-;-;-;6608;38271;1318;5172;-;-;-
31.12.2003;44-Jährige;121100;412092;3652;81273;-;-;-;71650;429048;13455;86869;-;-;-;12202;35845;451;7412;-;-;-;5664;35162;1194;4829;-;-;-
31.12.2003;45-Jährige;108031;396848;4033;77424;-;-;-;63652;410737;14417;81818;-;-;-;10683;35706;590;7340;-;-;-;4882;33914;1246;4730;-;-;-
31.12.2003;46-Jährige;97180;396769;4499;76916;-;-;-;58497;406321;16117;80704;-;-;-;8715;35588;583;7360;-;-;-;4139;32787;1436;4426;-;-;-
31.12.2003;47-Jährige;88423;390608;4879;74422;-;-;-;52892;398756;17443;78316;-;-;-;7800;36863;623;7313;-;-;-;4092;34363;1543;4550;-;-;-
31.12.2003;48-Jährige;79705;386043;5190;72202;-;-;-;47777;389832;19045;75752;-;-;-;6845;34558;662;6573;-;-;-;3651;35045;1795;4758;-;-;-
31.12.2003;49-Jährige;73224;384577;5659;71240;-;-;-;44432;387476;20753;74991;-;-;-;5787;31709;651;6083;-;-;-;3447;35576;1969;4588;-;-;-
31.12.2003;50-Jährige;66592;378260;6217;68081;-;-;-;40214;379707;22445;72172;-;-;-;4833;29273;599;5423;-;-;-;3063;34539;1954;4418;-;-;-
31.12.2003;51-Jährige;62425;383948;6821;66321;-;-;-;37492;380525;25318;71093;-;-;-;4804;29996;608;5601;-;-;-;3127;36804;2258;4651;-;-;-
31.12.2003;52-Jährige;56866;382127;7253;64019;-;-;-;34069;376594;27586;69300;-;-;-;4001;29672;664;5156;-;-;-;2786;34044;2194;4324;-;-;-
31.12.2003;53-Jährige;54503;383154;8163;62643;-;-;-;32171;375897;30890;67719;-;-;-;4173;34521;862;5575;-;-;-;2984;38081;2969;4470;-;-;-
31.12.2003;54-Jährige;47717;375776;8683;59056;-;-;-;28275;364276;32950;63432;-;-;-;3922;35696;889;5229;-;-;-;2579;36073;2803;4279;-;-;-
31.12.2003;55-Jährige;41259;345347;8599;53315;-;-;-;24614;331769;33534;57576;-;-;-;3711;36840;972;5126;-;-;-;2374;34180;3013;4044;-;-;-
31.12.2003;56-Jährige;36479;323875;9013;48814;-;-;-;21639;314734;34929;52891;-;-;-;3464;37730;966;4747;-;-;-;2142;31770;2943;3789;-;-;-
